,Elec Costs
January,143.664156762406
February,128.96928791918606
March,115.03472063572207
April,92.04874225466709
May,104.38564793310594
June,107.79925753494786
July,110.90971866981953
August,98.78192605048532
September,85.91269750880211
October,91.73598159025855
November,103.22785689537125
December,127.92844878909455
